,SITEVISITID,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,POP_STATUS,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,SITE,ISL_CODE,ISL_SLOPE,SITE_SLOPE_100m,SITE_SLOPE_200m,SITE_SLOPE_400m,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,DEPTH,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,CYANO,OTHER_BENTHIC,ComplexityValue,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,UNKNOWN,TotFish
2041,6558,nSPC,2014,PRIAs,Pacific Remote Island Areas,Wake,U,Wake,2014,ForereefShallow,Wake,WAK-00281,WAK,43.98439294,13.11935581,23.636831,30.49296523,19/03/2014,Forereef,Shallow,19.276817,166.6565659,5.15,16.5,0,34.5,1,42.5,5.5,0,0,NA,0.185,0.141237244,0.6,2,1,0.062299068,0.711750114,44.97540199,1.997773691,0,47.74722486
2042,6559,nSPC,2014,PRIAs,Pacific Remote Island Areas,Wake,U,Wake,2014,ForereefDeep,Wake,WAK-00208,WAK,43.98439294,18.50376571,27.27981401,31.13906225,19/03/2014,Forereef,Deep,19.28935616,166.6572735,27.25,30,7.5,10,12.5,25,15,0,0,NA,0.6225,0.389705467,1.65,2,1,6.256778002,7.028793383,16.94288726,8.962373261,0,39.1908319
2043,6560,nSPC,2014,PRIAs,Pacific Remote Island Areas,Wake,U,Wake,2014,ForereefDeep,Wake,WAK-00289,WAK,43.98439294,17.82167749,26.90201576,29.71619522,19/03/2014,Forereef,Deep,19.2817495,166.6565286,22.9,20,25,12.5,7.5,32.5,2.5,0,0,NA,0.65375,0.49966714,2.3,2,1,8.025426532,6.260038069,39.10680319,8.954402139,0,62.34666993
2044,6561,nSPC,2014,PRIAs,Pacific Remote Island Areas,Wake,U,Wake,2014,ForereefShallow,Wake,WAK-00275,WAK,43.98439294,10.00783971,20.78857985,30.58657453,19/03/2014,Forereef,Shallow,19.27082252,166.6516957,3,30,2.5,17.5,0,50,0,0,0,NA,0.30625,0.195630256,0.75,2,1,2.907057242,0.087452883,22.5771673,5.934194306,0,31.50587173
2045,6567,nSPC,2014,PRIAs,Pacific Remote Island Areas,Wake,U,Wake,2014,ForereefShallow,Wake,WAK-00167,WAK,43.98439294,7.469461075,21.38579921,30.98400471,20/03/2014,Forereef,Shallow,19.2919139,166.6078594,4.45,20,0,7.5,10,45,17.5,0,0,NA,1.0475,0.779424958,3,2,1,2.803832765,4.115802866,55.68225483,15.00694882,0,77.60883928
2046,6568,nSPC,2014,PRIAs,Pacific Remote Island Areas,Wake,U,Wake,2014,ForereefDeep,Wake,WAK-00182,WAK,43.98439294,33.40275394,34.67816565,36.77702689,20/03/2014,Forereef,Deep,19.2868607,166.6129476,23.5,47.5,0,15,2.5,34,1,0,0,NA,0.485,0.297106221,0.95,2,1,1.318242233,7.479846056,7.882152765,4.070439129,0,20.75068018
2047,6573,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefDeep,GUAM_WEST_OPEN,GUA-01084,GUA,19.00943068,11.64228839,11.15414673,10.71923645,25/03/2014,Forereef,Deep,13.57210997,144.8224274,22.5,10,0.5,7.5,5.5,66.5,10,0,0,NA,0.5525,0.39252963,1.5,2,1,0.172474337,1.593241018,6.641804814,3.592777599,0,12.00029777
2048,6574,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefShallow,GUAM_WEST_OPEN,GUA-01125,GUA,19.00943068,3.358388853,6.504967637,7.695561211,25/03/2014,Forereef,Shallow,13.55106058,144.8089987,4.85,17.5,0,2.5,7.5,69,3.5,0,0,NA,0.38275,0.279211432,1.1,2,1,0.47826054,0.166379374,5.034245501,1.76965636,0,7.448541775
2049,6575,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefMid,TUMON_BAY_MPA,GUA-01056,GUA,19.00943068,10.85089052,8.99930386,8.865808216,25/03/2014,Forereef,Mid,13.52449891,144.8013113,11.05,32.5,0,0,2.5,54,11,0,0,NA,0.545,0.406187324,1.75,2,1,8.569396368,26.13871131,11.79050503,12.54728548,0,59.04589819
2050,6576,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefDeep,TUMON_BAY_MPA,GUA-01053,GUA,19.00943068,18.39672794,14.71502157,18.4041431,25/03/2014,Forereef,Deep,13.51000845,144.7835262,21.05,3,0,2,2.5,89.5,1.5,1.5,0,NA,0.1575,0.155141065,0.7,2,1,0,1.551736257,5.834392334,3.554006114,0,10.94013471
2051,6581,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefDeep,GUAM_WEST_OPEN,GUA-01080,GUA,19.00943068,7.417238548,8.289068443,9.740712798,25/03/2014,Forereef,Deep,13.62335734,144.8340179,22,10,0,17.5,2.5,57.5,12.5,0,0,NA,0.1625,0.102057673,0.45,2,1,0.121131037,0.382640889,4.738169408,1.631677757,0,6.87361909
2052,6582,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefMid,GUAM_WEST_OPEN,GUA-01093,GUA,19.00943068,1.097822524,2.000460221,5.107238734,25/03/2014,Forereef,Mid,13.60607377,144.8336791,11.95,7.5,0,10,14,45,23.5,0,0,NA,0.6425,0.553782319,1.9,2,1,0.824481116,1.257436494,5.966226974,4.971664133,0,13.01980872
2053,6583,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefMid,GUAM_WEST_OPEN,GUA-01134,GUA,19.00943068,10.22866436,10.20201237,9.686282418,25/03/2014,Forereef,Mid,13.58279237,144.830938,8.6,15,1,10,5,62.5,6.5,0,0,NA,0.3425,0.344965655,1.2,2,1,1.586715428,0.431623831,12.7611969,2.607347112,0,17.38688327
2054,6584,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefShallow,TUMON_BAY_MPA,GUA-01062,GUA,19.00943068,1.585417727,3.26192617,7.254106451,25/03/2014,Forereef,Shallow,13.51760245,144.7988612,6.9,7.5,0,20,7.5,45,20,0,0,NA,0.49,0.394332708,1.8,2,1,0.219835837,0.187633741,8.682723289,3.683658078,0,12.77385095
2055,6585,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefMid,GUAM_WEST_OPEN,GUA-01098,GUA,19.00943068,6.403297695,7.529419947,9.163062658,25/03/2014,Forereef,Mid,13.48810452,144.7643728,12.15,42.5,0,20,7.5,25,5,0,0,NA,0.4725,0.397443267,1.55,2,1,1.703791543,0.916258179,2.095644996,1.593418247,0,6.309112966
2056,6589,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefDeep,GUAM_EAST_OPEN,GUA-00955,GUA,19.00943068,15.69895715,18.61073172,18.95213897,26/03/2014,Forereef,Deep,13.24512203,144.7333501,21,4.5,0.5,20,2.5,70.5,2,0,0,NA,0.19875,0.183770576,0.65,2,1,2.264731376,2.240736595,6.805937783,12.31104384,0,23.62244959
2057,6590,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefShallow,GUAM_WEST_OPEN,GUA-01141,GUA,19.00943068,2.832361017,3.206337214,10.16365011,26/03/2014,Forereef,Shallow,13.2355183,144.653573,5.1,20,0,6.5,10,46,17.5,0,0,NA,0.59125,0.456666355,1.65,2,1,0.873695298,1.762774431,13.24015681,6.214245409,0,22.09087195
2058,6591,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefShallow,GUAM_WEST_OPEN,GUA-01128,GUA,19.00943068,7.788832795,11.13821159,16.76703979,26/03/2014,Forereef,Shallow,13.23855481,144.639414,4.1,3,0,7.5,30,57.5,2,0,0,NA,0.31,0.215649171,0.85,2,1,0.479047941,0.377498504,6.434007787,2.149660096,0,9.440214328
2059,6592,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefDeep,GUAM_WEST_OPEN,GUA-01086,GUA,19.00943068,8.800409608,14.6096327,17.21295908,26/03/2014,Forereef,Deep,13.22889458,144.641005,20.4,3,0.5,1.5,2,87,4.5,1.5,0,NA,0.185,0.134557673,0.6,2,1,1.819552708,2.324791163,14.91924974,10.70328492,0,29.76687853
2060,6593,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefDeep,GUAM_EAST_OPEN,GUA-00954,GUA,19.00943068,7.746273182,7.5341227,7.018197953,26/03/2014,Forereef,Deep,13.28116673,144.7644505,22.3,8.5,0,31,5.5,46.5,8.5,0,0,NA,0.33125,0.411792851,2.25,2,1,1.559051182,1.026092903,5.718494182,10.92679078,0,19.23042905
2061,6594,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefShallow,GUAM_EAST_OPEN,GUA-01008,GUA,19.00943068,2.774325718,2.668496206,3.999792398,26/03/2014,Forereef,Shallow,13.26116667,144.7432541,6.05,30,0,15,15,40,0,0,0,NA,0.335,0.251146813,1,2,1,0.250523593,0.619523617,6.458898254,1.83588284,0,9.164828304
2062,6595,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefShallow,GUAM_EAST_OPEN,GUA-01003,GUA,19.00943068,2.002447127,2.540789372,4.741669017,26/03/2014,Forereef,Shallow,13.25333009,144.7386813,5.7,21.5,1,22.5,20,23.5,11.5,0,0,NA,0.60625,0.408232753,1.3,2,1,0,0.529872061,5.566391695,2.243511696,0,8.339775452
2063,6596,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefMid,GUAM_EAST_OPEN,GUA-00963,GUA,19.00943068,7.232001454,8.959371379,12.43107174,26/03/2014,Forereef,Mid,13.24426155,144.724896,10.85,3.5,0,46,3,41.5,6,0,0,NA,0.2275,0.17371843,0.7,2,1,1.195059145,0.099170927,5.503674622,0.823297174,0,7.621201869
2064,6597,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefMid,GUAM_WEST_OPEN,GUA-01115,GUA,19.00943068,4.461946033,6.185578156,7.876867019,26/03/2014,Forereef,Mid,13.23864056,144.6603944,10.15,14.5,0.5,20.5,7,50,7.5,0,0,NA,0.265,0.18621843,0.75,2,1,0.996345543,0.796067609,2.453291739,0.852787992,0,5.098492884
2065,6602,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefDeep,GUAM_WEST_OPEN,GUA-01082,GUA,19.00943068,3.43834642,5.972304998,16.71596254,27/03/2014,Forereef,Deep,13.35996542,144.6355737,20.7,3,0,27.5,5,39.5,20,5,0,NA,0.1975,0.141839869,0.65,2,1,0.431812167,0.200640013,2.298879044,1.225774808,0,4.157106031
2066,6603,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefShallow,GUAM_WEST_OPEN,GUA-01121,GUA,19.00943068,4.181398152,4.085335226,5.712238547,27/03/2014,Forereef,Shallow,13.36390793,144.6444018,4.95,4.5,0,12.5,3,72.5,7.5,0,0,NA,0.9825,0.667707873,2.65,2,1,0.041026608,0.097179411,3.432699231,1.568320469,0,5.139225719
2067,6604,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefDeep,GUAM_WEST_OPEN,GUA-01077,GUA,19.00943068,12.56456342,9.963861071,10.14897084,27/03/2014,Forereef,Deep,13.31465243,144.6439327,21.05,4.5,0,35,0.5,47.5,7.5,5,0,NA,0.19575,0.126299532,0.55,2,1,0.295671542,0.249766713,1.234608007,2.667821924,0,4.447868185
2068,6605,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefMid,GUAM_WEST_OPEN,GUA-01113,GUA,19.00943068,7.011473659,6.01970845,6.097367507,27/03/2014,Forereef,Mid,13.30920135,144.6517751,13,9,0,47.5,0,39,4.5,0,0,NA,0.6525,0.576409912,2.3,2,1,0.925046371,1.934626586,9.178909365,7.4431279,0,19.48171022
2069,6606,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefShallow,GUAM_WEST_OPEN,GUA-01122,GUA,19.00943068,4.587254603,5.737073015,4.64384093,27/03/2014,Forereef,Shallow,13.29991638,144.6569286,4.25,8,0,19.5,1.5,61,10,0,0,NA,0.95625,0.702153077,2.75,2,1,0.340642021,0.566074162,4.307521173,8.216619297,0,13.43085665
2070,6607,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefDeep,GUAM_WEST_OPEN,GUA-01079,GUA,19.00943068,12.56819559,15.95748546,18.2705763,27/03/2014,Forereef,Deep,13.38480888,144.6464269,19.1,1.5,0,74,17.5,7,0,0,0,NA,0.18875,0.127274364,0.55,2,1,1.917292526,0.937043104,2.846731848,3.047072102,0,8.74813958
2071,6608,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefDeep,GUAM_WEST_OPEN,GUA-01066,GUA,19.00943068,4.123185902,4.255920179,12.1180318,27/03/2014,Forereef,Deep,13.33672592,144.6332114,21.75,1,0.5,50,0,39,9.5,0,0,NA,0.1425,0.081777094,0.35,2,1,2.309508514,0.676174005,0.488079594,0.716711207,0,4.190473319
2072,6609,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefMid,GUAM_WEST_OPEN,GUA-01111,GUA,19.00943068,5.269746954,4.382519733,5.967619277,27/03/2014,Forereef,Mid,13.3498928,144.6394565,13.75,3.5,0,55,1.5,17.5,22.5,0,0,NA,0.3425,0.354240839,1.5,2,1,2.779564085,1.058950254,5.645690982,2.74441606,0,12.22862138
2073,6610,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefMid,GUAM_WEST_OPEN,GUA-01109,GUA,19.00943068,2.124056049,2.312908625,7.154853571,27/03/2014,Forereef,Mid,13.28807635,144.6536857,12.5,4,0,51.5,1,36.5,7,0,0,NA,0.15,0.1,0.45,2,1,0.846867804,0.369090999,0.525420276,2.101745506,0,3.843124585
2074,6611,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefShallow,GUAM_WEST_OPEN,GUA-01107,GUA,19.00943068,3.590700243,4.654258632,9.946413361,27/03/2014,Forereef,Shallow,13.25916147,144.6531257,4.9,15,0,12.5,2.5,67.5,2.5,0,0,NA,0.5375,0.443075317,1.45,2,1,0.199265083,0.071830327,3.243266353,0.689091752,0,4.203453515
2075,6612,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefShallow,GUAM_WEST_OPEN,GUA-01103,GUA,19.00943068,8.922396219,6.389600119,5.25425647,27/03/2014,Forereef,Shallow,13.27537333,144.6622668,3.65,27.5,0.5,38.5,2.5,19,2.5,9.5,0,NA,0.36875,0.225461571,0.95,2,1,0.384614163,0.885161649,2.059174967,1.662837293,0,4.991788073
2076,6613,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefDeep,GUAM_EAST_OPEN,GUA-00959,GUA,19.00943068,8.585906766,6.118726088,6.388273031,28/03/2014,Forereef,Deep,13.4010681,144.7841954,20.85,9.5,0.5,6,9,72,3,0,0,NA,0.67125,0.469161184,2.05,2,1,0.439992626,3.719672105,7.267455155,11.49040843,0,22.91752831
2077,6614,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefShallow,GUAM_EAST_OPEN,GUA-01005,GUA,19.00943068,4.24905881,5.112758016,6.524359356,28/03/2014,Forereef,Shallow,13.34214482,144.7739208,4.15,6.5,0,1.5,7.5,83.5,0,1,0,NA,0.7225,0.490248034,2.05,2,1,0.667364259,0.104311098,7.570956193,3.592630202,0,11.93526175
2078,6615,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefMid,GUAM_EAST_OPEN,GUA-00973,GUA,19.00943068,2.304547742,2.271965253,3.463769598,28/03/2014,Forereef,Mid,13.32663478,144.7759151,13.4,3,0.5,3.5,2.5,84,6.5,0,0,NA,0.47775,0.452467232,1.95,2,1,0.9406982,0.124888367,6.246475871,2.850283578,0,10.16234602
2079,6616,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefDeep,GUAM_EAST_OPEN,GUA-00948,GUA,19.00943068,5.229253413,5.276767289,5.237680328,28/03/2014,Forereef,Deep,13.2881113,144.7681041,19,6,0,19,1.5,71,2.5,0,0,NA,0.3125,0.430528357,2.55,2,1,0.317288712,1.487399511,4.481312723,5.249033033,0,11.53503398
2080,6617,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefDeep,GUAM_EAST_OPEN,GUA-00958,GUA,19.00943068,7.467918368,7.545110683,6.603675856,28/03/2014,Forereef,Deep,13.43301035,144.812281,19.7,17.5,0,32.5,5,22.5,22.5,0,0,NA,0.8,0.616536361,1.9,2,1,1.259695826,0.320670031,5.002953494,5.739766703,0,12.32308605
2081,6618,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefMid,GUAM_EAST_OPEN,GUA-00981,GUA,19.00943068,4.190804932,4.352834119,6.87176834,28/03/2014,Forereef,Mid,13.36839376,144.7781781,12.05,11,0.5,28.5,5,50,5,0,0,NA,0.35575,0.289965125,1.45,2,1,0.187571528,0.097108544,11.61042097,1.577730662,0,13.47283171
2082,6619,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefMid,GUAM_EAST_OPEN,GUA-00964,GUA,19.00943068,5.911026768,5.607906172,5.419696278,28/03/2014,Forereef,Mid,13.31383059,144.7736521,16.95,3,0,37.5,1,37,19,2.5,0,NA,0.72125,0.743209851,2.55,2,1,0.278705006,0.098651039,4.132349641,1.038269255,0,5.547974941
2083,6620,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefShallow,GUAM_EAST_OPEN,GUA-01009,GUA,19.00943068,3.676863449,3.544586284,4.543065729,28/03/2014,Forereef,Shallow,13.30416206,144.7740843,5.4,27.5,0,15.5,7,47.5,2.5,0,0,NA,0.3175,0.228940492,0.65,2,1,0.356619835,0.044858793,14.33084494,4.291304384,0,19.02362795
2084,6621,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefMid,GUAM_EAST_OPEN,GUA-00988,GUA,19.00943068,4.507944131,4.928862673,5.314218567,28/03/2014,Forereef,Mid,13.29235062,144.7686575,13.05,12.5,0,30,7.5,46.5,3.5,0,0,NA,0.1955,0.135949571,0.9,2,1,0.571155533,0.220359996,32.18564578,2.014999825,0,34.99216114
2085,6633,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefDeep,GUAM_EAST_OPEN,GUA-00944,GUA,19.00943068,7.670982951,6.370022582,6.635158128,29/03/2014,Forereef,Deep,13.46689839,144.8589869,22.6,6,0.5,5.5,7.5,70.5,7.5,2.5,0,NA,0.375,0.264081304,0.9,2,1,1.061667608,2.940289034,2.845979537,1.151718908,0,7.999655086
2086,6634,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefMid,GUAM_EAST_OPEN,GUA-00971,GUA,19.00943068,3.978457615,3.848138039,5.233176137,29/03/2014,Forereef,Mid,13.47940553,144.8676742,14.5,5.5,0,5.5,12.5,67,6.5,3,0,NA,0.3325,0.219024655,0.85,2,1,0.523384298,0.51721228,4.495780063,1.702686966,0,7.239063607
2087,6635,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefShallow,GUAM_EAST_OPEN,GUA-00992,GUA,19.00943068,4.579926345,4.135959587,4.501220521,29/03/2014,Forereef,Shallow,13.48836394,144.8755297,5.6,6.5,0,2,10,79.5,2,0,0,NA,0.56125,0.494513258,1.7,2,1,0.47673406,3.393701582,9.178120053,3.387066958,0,16.43562265
2088,6636,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefDeep,GUAM_EAST_OPEN,GUA-00949,GUA,19.00943068,8.41118524,8.276201963,9.053215867,29/03/2014,Forereef,Deep,13.52104037,144.9294671,22.25,4,1,2.5,6.5,72,6.5,7.5,0,NA,0.3275,0.242747742,0.85,2,1,1.269865826,0.432681971,4.901962468,2.452619593,0,9.057129859
2089,6637,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefDeep,GUAM_EAST_OPEN,GUA-00945,GUA,19.00943068,5.374981844,6.121599054,6.736636784,29/03/2014,Forereef,Deep,13.44992529,144.8367388,24.05,17.5,1,10,12.5,35,23,1,0,NA,0.33,0.302761023,1.05,2,1,1.005544741,2.411362976,6.719788045,2.817576648,0,12.95427241
2090,6638,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2014,ForereefMid,GUAM_EAST_OPEN,GUA-00970,GUA,19.00943068,4.112557807,5.705066912,7.229013052,29/03/2014,Forereef,Mid,13.51632924,144.9201938,14.95,22.5,0,15,15,30,17.5,0,0,NA,0.2725,0.220842192,0.9,2,1,2.121914873,0.95172974,47.71310325,2.644607672,0,53.43135554
2091,6639,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefMid,PATI_PT_MPA,GUA-01023,GUA,19.00943068,5.068347424,4.756418457,6.810472999,29/03/2014,Forereef,Mid,13.55289571,144.9409792,14.8,9,9.5,15,9.5,51.5,5,0.5,0,NA,0.135,0.08391165,0.35,2,1,3.419070173,0.645783797,2.516661265,2.121272721,0,8.702787956
2092,6640,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefShallow,PATI_PT_MPA,GUA-01028,GUA,19.00943068,5.949524296,5.849744707,5.177859154,29/03/2014,Forereef,Shallow,13.56660381,144.9407385,4.8,29.5,0,7.5,13,50,0,0,0,NA,0.40125,0.522931353,2.35,2,1,0.297086053,4.526621206,31.55707284,4.082906302,0,40.4636864
2093,6641,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefDeep,PATI_PT_MPA,GUA-01012,GUA,19.00943068,5.405143662,5.242351659,5.492324352,29/03/2014,Forereef,Deep,13.57690542,144.9512871,20.35,6.5,0.5,29,5,44.5,13.5,1,0,NA,0.15375,0.127570532,0.5,2,1,0.77835606,0.824862654,1.040151707,1.973347243,0,4.616717663
2094,6654,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefDeep,PATI_PT_MPA,GUA-01022,GUA,19.00943068,3.304698382,6.826353643,9.414656197,30/03/2014,Forereef,Deep,13.5982444,144.9605377,23.75,5,6,19,5.5,58,3,3.5,0,NA,0.18225,0.168455585,0.8,2,1,0.68232709,0.864169583,3.346614787,1.033305404,0,5.926416864
2095,6655,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefShallow,PATI_PT_MPA,GUA-01031,GUA,19.00943068,8.524178429,10.65859266,10.0741418,30/03/2014,Forereef,Shallow,13.60119819,144.9354076,5.05,15,0,1,15,67.5,1.5,0,0,NA,0.42125,0.383927676,1.4,2,1,1.12863169,5.3287249,27.03836471,9.286449337,0,42.78217064
2096,6656,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefMid,PATI_PT_MPA,GUA-01013,GUA,19.00943068,4.86609614,5.025281196,4.926966658,30/03/2014,Forereef,Mid,13.61763049,144.9053256,14.75,21.5,0.5,11,12.5,51.5,3,0,0,NA,0.36375,0.200686098,0.95,2,1,0.343945088,2.225290234,4.77656656,3.241644352,0,10.58744623
2097,6657,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefDeep,GUAM_WEST_OPEN,GUA-01083,GUA,19.00943068,5.718533074,5.127194355,4.687490346,30/03/2014,Forereef,Deep,13.64121825,144.8880359,21.55,17.5,2,10,10,54.5,6,0,0,NA,0.45625,0.308028694,1.15,2,1,2.349172747,1.359561699,7.720006114,2.557705352,0,13.98644591
2098,6658,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefMid,PATI_PT_MPA,GUA-01026,GUA,19.00943068,5.309747647,5.253562336,8.234738744,30/03/2014,Forereef,Mid,13.59549648,144.9569513,7,20,0,2.5,10,67.5,0,0,0,NA,0.4925,0.466371612,1.8,2,1,0.92426528,5.267913716,35.28465783,5.972907634,0,47.44974446
2099,6659,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefDeep,PATI_PT_MPA,GUA-01011,GUA,19.00943068,10.35537131,10.2530748,12.19990969,30/03/2014,Forereef,Deep,13.60173714,144.9476443,22.1,26.5,1,6,8.5,55.5,2.5,0,0,NA,0.4975,0.234448881,1.15,2,1,3.786392212,2.141840663,10.32076195,7.53165966,0,23.78065449
2100,6660,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_MP_MINUS_ACHANG,2014,ForereefDeep,PATI_PT_MPA,GUA-01010,GUA,19.00943068,6.038546568,4.799829512,3.878712286,30/03/2014,Forereef,Deep,13.61366887,144.9077283,21.5,25,6,15,11,41.5,0,1.5,0,NA,0.31375,0.210268102,0.75,2,1,2.547687894,4.985233259,10.16214641,11.5551192,0,29.25018676
2101,6661,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefMid,GUAM_WEST_OPEN,GUA-01105,GUA,19.00943068,3.926936096,3.305290053,3.116878261,30/03/2014,Forereef,Mid,13.65065427,144.8782804,19.25,5.5,0,8.5,2.5,57.5,25,1,0,NA,0.185,0.121501488,0.5,2,1,0.829454302,0.334492562,2.848856492,2.227156484,0,6.23995984
2102,6662,nSPC,2014,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2014,ForereefShallow,GUAM_WEST_OPEN,GUA-01117,GUA,19.00943068,0.633575408,1.186970166,2.27527751,30/03/2014,Forereef,Shallow,13.65304587,144.8726878,5.6,18,0,7,11,57.5,6.5,0,0,NA,0.2075,0.150031245,0.7,2,1,0.332955113,0.918013153,1.364125855,2.2251186,0,4.840212721
